"tooth_class";"specimen";"num_amtl";"sockets";"age";"stdev_age";"prob_male";"genus";"pop"
"Premolar";"NMNH278702";4;8;22.2605342;3.36255085;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278703";0;12;40;10;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278703";6;9;40;10;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278703";0;8;40;10;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278704";0;12;17.4388288;2.43978021;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278704";0;12;17.4388288;2.43978021;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278704";0;8;17.4388288;2.43978021;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278705";10;12;55;15;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278705";12;12;55;15;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278705";6;8;55;15;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278706";1;12;30.1275274;4.90407388;0.5;"Homo sapiens";"Buriat"
"Posterior";"NMNH278706";5;12;30.1275274;4.90407388;0.5;"Homo sapiens";"Buriat"
"Premolar";"NMNH278706";0;8;30.1275274;4.90407388;0.5;"Homo sapiens";"Buriat"
"Anterior";"NMNH278707";5;12;27.8435616;4.45403148;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH278707";2;12;27.8435616;4.45403148;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH278707";0;8;27.8435616;4.45403148;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH278708";0;12;20.2303425;2.97066069;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278708";0;12;20.2303425;2.97066069;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278708";0;8;20.2303425;2.97066069;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278709";6;12;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278709";5;10;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278709";5;8;17.1850548;2.392161;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278710";0;12;20.9916644;3.11717264;0.5;"Homo sapiens";"Buriat"
"Posterior";"NMNH278710";0;12;20.9916644;3.11717264;0.5;"Homo sapiens";"Buriat"
"Premolar";"NMNH278710";0;8;20.9916644;3.11717264;0.5;"Homo sapiens";"Buriat"
"Anterior";"NMNH278711";0;12;33.426589;5.55632114;0.5;"Homo sapiens";"Buriat"
"Posterior";"NMNH278711";2;11;33.426589;5.55632114;0.5;"Homo sapiens";"Buriat"
"Premolar";"NMNH278711";0;8;33.426589;5.55632114;0.5;"Homo sapiens";"Buriat"
"Anterior";"NMNH278712";0;11;31.6139178;4.709013;0.25;"Homo sapiens";"Buriat"
"Posterior";"NMNH278712";2;11;31.6139178;4.709013;0.25;"Homo sapiens";"Buriat"
"Premolar";"NMNH278712";1;8;31.6139178;4.709013;0.25;"Homo sapiens";"Buriat"
"Anterior";"NMNH278713";0;12;17.1850548;2.392161;0.25;"Homo sapiens";"(Buriat) Chinese?"
"Posterior";"NMNH278713";0;11;17.1850548;2.392161;0.25;"Homo sapiens";"(Buriat) Chinese?"
"Premolar";"NMNH278713";0;8;17.1850548;2.392161;0.25;"Homo sapiens";"(Buriat) Chinese?"
"Anterior";"NMNH278716";0;12;18.7076986;2.67965585;0.5;"Homo sapiens";"Buriat"
"Posterior";"NMNH278716";0;12;18.7076986;2.67965585;0.5;"Homo sapiens";"Buriat"
"Premolar";"NMNH278716";0;8;18.7076986;2.67965585;0.5;"Homo sapiens";"Buriat"
"Anterior";"NMNH283606";0;12;27.5897877;4.40412318;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH283606";0;12;27.5897877;4.40412318;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH283606";0;8;27.5897877;4.40412318;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH283607";12;12;55;15;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH283607";8;8;55;15;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH283607";8;8;55;15;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH283609a";0;12;29.8737534;4.85399919;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH283609a";0;12;29.8737534;4.85399919;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH283609a";0;8;29.8737534;4.85399919;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH283613";0;12;25.3058219;3.95602419;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH283613";0;12;25.3058219;3.95602419;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH283613";0;8;25.3058219;3.95602419;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH283615";0;12;40;10;0.75;"Homo sapiens";"Buriat"
"Posterior";"NMNH283615";1;12;40;10;0.75;"Homo sapiens";"Buriat"
"Premolar";"NMNH283615";0;8;40;10;0.75;"Homo sapiens";"Buriat"
"Anterior";"NMNH329778";0;12;18.6050198;2.26921034;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH329778";0;13;18.6050198;2.26921034;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH329778";0;8;18.6050198;2.26921034;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH329779";2;12;40.1730454;5.5467185;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH329779";0;12;40.1730454;5.5467185;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH329779";0;8;40.1730454;5.5467185;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH330604";0;12;21.4260243;2.71270581;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH330604";0;12;21.4260243;2.71270581;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH330604";0;8;21.4260243;2.71270581;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH330605";0;6;40;10;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH330605";2;3;40;10;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH330605";0;4;40;10;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH330606";0;6;40;10;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH330606";2;4;40;10;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH330606";1;4;40;10;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH330607";2;3;34.7480369;4.65477138;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH330607";0;3;34.7480369;4.65477138;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH330607";1;2;34.7480369;4.65477138;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH331242";2;12;31.40804;4.33043687;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH331242";0;12;31.40804;4.33043687;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH331242";0;8;31.40804;4.33043687;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH331243";0;12;39.0880437;5.3679133;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH331243";0;12;39.0880437;5.3679133;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH331243";0;8;39.0880437;5.3679133;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH344711";0;12;33.1440427;4.61556224;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH344711";1;12;33.1440427;4.61556224;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH344711";1;8;33.1440427;4.61556224;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH344712";0;11;24.0300284;3.12946271;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH344712";0;12;24.0300284;3.12946271;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH344712";0;7;24.0300284;3.12946271;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH344713";0;6;33.7950437;4.72264949;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH344713";0;6;33.7950437;4.72264949;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH344713";2;4;33.7950437;4.72264949;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH344714";0;12;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH344714";0;12;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH344714";0;8;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH344715";0;12;32.4930417;4.50856156;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH344715";2;12;32.4930417;4.50856156;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH344715";0;8;32.4930417;4.50856156;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH350096";0;12;36.3990478;5.1517561;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH350096";0;12;36.3990478;5.1517561;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH350096";0;8;36.3990478;5.1517561;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH350097";0;12;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH350097";0;12;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH350097";0;8;26.8510328;3.58600079;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH350098";0;12;24.6086959;3.22275136;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH350098";0;12;24.6086959;3.22275136;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH350098";0;8;24.6086959;3.22275136;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380429";9;12;27.417015;2.52520843;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380429";9;11;27.417015;2.52520843;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380429";8;8;27.417015;2.52520843;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380430";4;12;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380430";5;12;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380430";0;8;29.8890376;4.08156052;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380431";9;12;51.9;12.5;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380431";9;12;51.9;12.5;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380431";5;8;51.9;12.5;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380447";0;12;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380447";2;12;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380447";1;8;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380448";0;12;15.7840154;1.83988868;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380448";0;12;15.7840154;1.83988868;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380448";0;8;15.7840154;1.83988868;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380449";1;6;25.259697;3.32794049;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380449";0;6;25.259697;3.32794049;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380449";0;4;25.259697;3.32794049;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380450";1;6;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380450";0;6;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380450";0;4;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380451";1;6;38.2200424;5.22500246;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380451";1;7;38.2200424;5.22500246;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380451";0;4;38.2200424;5.22500246;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380452";0;6;31.1910396;4.29484575;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380452";0;6;31.1910396;4.29484575;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380452";0;4;31.1910396;4.29484575;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380453";0;12;32.2760413;4.47291497;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380453";0;12;32.2760413;4.47291497;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380453";0;8;32.2760413;4.47291497;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380464";0;12;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380464";0;12;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380464";0;8;33.7950437;4.72264949;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"NMNH380466";0;9;37.2670492;5.29502645;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"NMNH380466";0;9;37.2670492;5.29502645;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"NMNH380466";0;6;37.2670492;5.29502645;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN1389";0;6;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN1389";0;6;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN1389";0;4;28.5870355;3.86877709;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN1390";0;12;23.3790273;3.02477635;0.25;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN1390";0;12;23.3790273;3.02477635;0.25;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN1390";0;8;23.3790273;3.02477635;0.25;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN1496";0;6;25.9830314;3.44508735;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN1496";0;6;25.9830314;3.44508735;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN1496";0;4;25.9830314;3.44508735;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN1497";0;6;25.1150301;3.30454439;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN1497";0;6;25.1150301;3.30454439;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN1497";0;4;25.1150301;3.30454439;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN3064";0;6;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN3064";0;5;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN3064";0;4;23.3790273;3.02477635;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN3064A";0;12;37.7860417;5.15359486;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN3064A";0;12;37.7860417;5.15359486;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN3064A";0;8;37.7860417;5.15359486;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN3065";0;6;28.2850164;2.64088713;0.5;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN3065";0;6;28.2850164;2.64088713;0.5;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN3065";0;4;28.2850164;2.64088713;0.5;"Homo sapiens";"Australian aboriginie"
"Anterior";"PMN7459";4;12;25.5490307;3.37476666;0.75;"Homo sapiens";"Australian aboriginie"
"Posterior";"PMN7459";1;12;25.5490307;3.37476666;0.75;"Homo sapiens";"Australian aboriginie"
"Premolar";"PMN7459";0;8;25.5490307;3.37476666;0.75;"Homo sapiens";"Australian aboriginie"
"Anterior";"UCD2(1)b";0;8;37.7132289;5.1293812;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(1)b";0;9;37.7132289;5.1293812;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(1)b";0;6;37.7132289;5.1293812;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(10.1)b";2;12;37.3306024;5.06666429;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(10.1)b";1;11;37.3306024;5.06666429;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(10.1)b";2;8;37.3306024;5.06666429;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(16)b";0;12;36.9479759;5.00397466;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(16)b";1;12;36.9479759;5.00397466;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(16)b";0;8;36.9479759;5.00397466;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(2)b";0;11;25.9155783;3.42374303;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(2)b";0;11;25.9155783;3.42374303;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(2)b";0;8;25.9155783;3.42374303;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(3a)b";0;12;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(3a)b";1;10;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(3a)b";0;8;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(6)b";0;12;36.1827229;4.87868148;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(6)b";0;12;36.1827229;4.87868148;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(6)b";0;8;36.1827229;4.87868148;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(8)b";1;12;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(8)b";2;12;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(8)b";2;8;40.3916145;5.56908606;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UCD2(L-23-1)b";1;13;33.8869639;4.50357659;0.5;"Homo sapiens";"Native Californian"
"Posterior";"UCD2(L-23-1)b";0;12;33.8869639;4.50357659;0.5;"Homo sapiens";"Native Californian"
"Premolar";"UCD2(L-23-1)b";0;8;33.8869639;4.50357659;0.5;"Homo sapiens";"Native Californian"
"Anterior";"UVS1";0;12;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS1";0;12;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS1";0;8;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS10";0;12;24.7839144;3.03927918;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS10";0;12;24.7839144;3.03927918;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS10";0;8;24.7839144;3.03927918;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS101";0;12;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS101";0;12;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS101";0;8;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS102";0;12;27.0357042;3.37708808;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS102";0;12;27.0357042;3.37708808;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS102";0;8;27.0357042;3.37708808;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS104";0;12;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS104";0;12;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS104";0;8;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS105";0;9;41.1374939;4.32538295;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS105";3;10;41.1374939;4.32538295;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS105";2;8;41.1374939;4.32538295;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS119";0;6;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS119";0;6;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS119";0;4;21.7815281;2.59401611;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS12";0;6;28.5368973;3.60361662;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS12";0;6;28.5368973;3.60361662;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS12";0;4;28.5368973;3.60361662;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS125";10;12;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS125";12;12;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS125";8;8;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS142";0;12;17.6532469;1.99807578;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS142";0;12;17.6532469;1.99807578;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS142";0;8;17.6532469;1.99807578;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS2";0;12;28.5368973;3.60361662;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS2";0;12;28.5368973;3.60361662;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS2";0;8;28.5368973;3.60361662;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS22";7;12;24.4086161;2.98325724;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS22";4;12;24.4086161;2.98325724;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS22";0;8;24.4086161;2.98325724;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS24";2;9;28.161599;3.54689952;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS24";0;12;28.161599;3.54689952;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS24";0;8;28.161599;3.54689952;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS28";3;6;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS28";2;5;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS28";1;4;34.7;7.8;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS29";0;12;19.5297384;2.26582834;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS29";0;12;19.5297384;2.26582834;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS29";0;8;19.5297384;2.26582834;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS3";0;12;26.6604059;3.32060722;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS3";0;12;26.6604059;3.32060722;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS3";0;8;26.6604059;3.32060722;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS34";0;6;27.0357042;3.37708808;0.5;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS34";0;6;27.0357042;3.37708808;0.5;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS34";0;4;27.0357042;3.37708808;0.5;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS38";0;12;23.2827213;2.81576611;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS38";0;12;23.2827213;2.81576611;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS38";0;8;23.2827213;2.81576611;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS40";0;12;28.5757213;3.49137561;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS40";0;12;28.5757213;3.49137561;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS40";0;8;28.5757213;3.49137561;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS42";0;6;23.2827213;2.81576611;0.75;"Homo sapiens";"Khoi-San"
"Posterior";"UVS42";0;6;23.2827213;2.81576611;0.75;"Homo sapiens";"Khoi-San"
"Premolar";"UVS42";0;4;23.2827213;2.81576611;0.75;"Homo sapiens";"Khoi-San"
"Anterior";"UVS45";8;12;39.4;9.1;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS45";6;8;39.4;9.1;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS45";6;8;39.4;9.1;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS46";0;12;16.9026504;1.89297439;0.25;"Homo sapiens";"Khoi-San"
"Posterior";"UVS46";0;12;16.9026504;1.89297439;0.25;"Homo sapiens";"Khoi-San"
"Premolar";"UVS46";0;8;16.9026504;1.89297439;0.25;"Homo sapiens";"Khoi-San"
"Anterior";"UVS49";1;13;27.4110024;3.43363244;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS49";0;12;27.4110024;3.43363244;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS49";0;8;27.4110024;3.43363244;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS52";0;12;31.1639853;4.00197497;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS52";0;12;31.1639853;4.00197497;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS52";0;8;31.1639853;4.00197497;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS55";10;11;30.5;9.6;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS55";6;8;30.5;9.6;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS55";8;8;30.5;9.6;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS56";12;12;41.1;10;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS56";8;10;41.1;10;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS56";7;8;41.1;10;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS57";0;12;22.1568264;2.64926405;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS57";0;12;22.1568264;2.64926405;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS57";2;8;22.1568264;2.64926405;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS58";0;6;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS58";0;6;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS58";0;4;24.0333178;2.92732743;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
