"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"cfaqu";4;20;"96;502";28;1;"Some College";0;0;1;"aqu";1
"cfbur";4;32;"96;502";28;1;"Some College";0;0;1;"bur";1
"cfrub";4;7;"96;502";28;1;"Some College";0;0;1;"rub";1
"cibox";2;12;"96;502";28;1;"Some College";0;1;1;"box";1
"cibur";4;23;"96;502";28;1;"Some College";0;1;1;"bur";1
"cispe";4;27;"96;502";28;1;"Some College";0;1;1;"spe";1
"fkaqu";4;29;"96;502";28;1;"Some College";1;0;0;"aqu";1
"fkboa";4;11;"96;502";28;1;"Some College";1;0;0;"boa";1
"fkbox";4;22;"96;502";28;1;"Some College";1;0;0;"box";1
"fkbur";4;14;"96;502";28;1;"Some College";1;0;0;"bur";1
"fkcar";4;30;"96;502";28;1;"Some College";1;0;0;"car";1
"fkspe";4;9;"96;502";28;1;"Some College";1;0;0;"spe";1
"fkswi";4;25;"96;502";28;1;"Some College";1;0;0;"swi";1
"flboa";4;2;"96;502";28;1;"Some College";0;0;0;"boa";0
"flcar";5;21;"96;502";28;1;"Some College";0;0;0;"car";0
"flche";4;4;"96;502";28;1;"Some College";0;0;0;"che";0
"flsha";4;28;"96;502";28;1;"Some College";0;0;0;"sha";0
"flswi";4;6;"96;502";28;1;"Some College";0;0;0;"swi";0
"ikbox";4;3;"96;502";28;1;"Some College";1;1;0;"box";1
"ikbur";3;5;"96;502";28;1;"Some College";1;1;0;"bur";1
"ikpon";4;1;"96;502";28;1;"Some College";1;1;0;"pon";1
"ikshi";5;17;"96;502";28;1;"Some College";1;1;0;"shi";1
"ikspe";4;19;"96;502";28;1;"Some College";1;1;0;"spe";1
"ilbox";4;31;"96;502";28;1;"Some College";0;1;0;"box";0
"ilche";4;13;"96;502";28;1;"Some College";0;1;0;"che";0
"ilpon";4;10;"96;502";28;1;"Some College";0;1;0;"pon";0
"ilsha";4;18;"96;502";28;1;"Some College";0;1;0;"sha";0
"ilshi";4;26;"96;502";28;1;"Some College";0;1;0;"shi";0
"ilswi";4;15;"96;502";28;1;"Some College";0;1;0;"swi";0
"nfrub";4;16;"96;502";28;1;"Some College";1;0;0;"rub";1
"cfaqu";5;31;"96;505";30;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";5;2;"96;505";30;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;17;"96;505";30;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;1;"96;505";30;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";1;29;"96;505";30;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;24;"96;505";30;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;4;"96;505";30;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;21;"96;505";30;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;10;"96;505";30;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;11;"96;505";30;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;6;"96;505";30;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;14;"96;505";30;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;19;"96;505";30;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;30;"96;505";30;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;15;"96;505";30;0;"Bachelor's Degree";0;0;0;"car";0
"flche";2;18;"96;505";30;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;3;"96;505";30;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";3;28;"96;505";30;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";2;32;"96;505";30;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";1;20;"96;505";30;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;13;"96;505";30;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"96;505";30;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;5;"96;505";30;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";2;23;"96;505";30;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";2;27;"96;505";30;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";3;22;"96;505";30;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;12;"96;505";30;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"96;505";30;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";1;9;"96;505";30;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;26;"96;505";30;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;13;"96;511";26;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";7;1;"96;511";26;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";6;26;"96;511";26;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;21;"96;511";26;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";6;10;"96;511";26;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";5;6;"96;511";26;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";7;4;"96;511";26;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";5;22;"96;511";26;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;11;"96;511";26;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;19;"96;511";26;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";6;3;"96;511";26;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";6;24;"96;511";26;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";6;8;"96;511";26;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;31;"96;511";26;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;12;"96;511";26;1;"Bachelor's Degree";0;0;0;"car";0
"flche";2;29;"96;511";26;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";6;5;"96;511";26;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";5;27;"96;511";26;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";6;30;"96;511";26;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";5;28;"96;511";26;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;32;"96;511";26;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";7;16;"96;511";26;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";6;14;"96;511";26;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";2;2;"96;511";26;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;20;"96;511";26;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;23;"96;511";26;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";6;15;"96;511";26;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";5;7;"96;511";26;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";6;18;"96;511";26;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";6;17;"96;511";26;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;2;"96;512";36;1;"Some College";0;0;1;"aqu";1
"cfbur";1;31;"96;512";36;1;"Some College";0;0;1;"bur";1
"cfrub";1;16;"96;512";36;1;"Some College";0;0;1;"rub";1
"cibox";1;32;"96;512";36;1;"Some College";0;1;1;"box";1
"cibur";1;4;"96;512";36;1;"Some College";0;1;1;"bur";1
"cispe";1;9;"96;512";36;1;"Some College";0;1;1;"spe";1
"fkaqu";4;29;"96;512";36;1;"Some College";1;0;0;"aqu";1
"fkboa";1;12;"96;512";36;1;"Some College";1;0;0;"boa";1
"fkbox";1;23;"96;512";36;1;"Some College";1;0;0;"box";1
"fkbur";1;22;"96;512";36;1;"Some College";1;0;0;"bur";1
"fkcar";4;27;"96;512";36;1;"Some College";1;0;0;"car";1
"fkspe";1;19;"96;512";36;1;"Some College";1;0;0;"spe";1
"fkswi";1;14;"96;512";36;1;"Some College";1;0;0;"swi";1
"flboa";7;3;"96;512";36;1;"Some College";0;0;0;"boa";0
"flcar";7;18;"96;512";36;1;"Some College";0;0;0;"car";0
"flche";7;15;"96;512";36;1;"Some College";0;0;0;"che";0
"flsha";6;30;"96;512";36;1;"Some College";0;0;0;"sha";0
"flswi";7;5;"96;512";36;1;"Some College";0;0;0;"swi";0
"ikbox";1;1;"96;512";36;1;"Some College";1;1;0;"box";1
"ikbur";1;13;"96;512";36;1;"Some College";1;1;0;"bur";1
"ikpon";1;20;"96;512";36;1;"Some College";1;1;0;"pon";1
"ikshi";4;17;"96;512";36;1;"Some College";1;1;0;"shi";1
"ikspe";1;28;"96;512";36;1;"Some College";1;1;0;"spe";1
"ilbox";2;10;"96;512";36;1;"Some College";0;1;0;"box";0
"ilche";7;6;"96;512";36;1;"Some College";0;1;0;"che";0
"ilpon";1;11;"96;512";36;1;"Some College";0;1;0;"pon";0
"ilsha";3;21;"96;512";36;1;"Some College";0;1;0;"sha";0
"ilshi";7;26;"96;512";36;1;"Some College";0;1;0;"shi";0
"ilswi";7;24;"96;512";36;1;"Some College";0;1;0;"swi";0
"nfrub";1;7;"96;512";36;1;"Some College";1;0;0;"rub";1
"cfaqu";4;20;"96;518";53;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";7;32;"96;518";53;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";7;7;"96;518";53;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;12;"96;518";53;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";7;23;"96;518";53;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";4;27;"96;518";53;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";7;29;"96;518";53;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";7;11;"96;518";53;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;22;"96;518";53;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;14;"96;518";53;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";1;30;"96;518";53;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";7;9;"96;518";53;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";7;25;"96;518";53;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;2;"96;518";53;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;21;"96;518";53;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;4;"96;518";53;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;28;"96;518";53;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";2;6;"96;518";53;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;3;"96;518";53;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";7;5;"96;518";53;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;1;"96;518";53;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";1;17;"96;518";53;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";7;19;"96;518";53;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";1;31;"96;518";53;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;13;"96;518";53;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;10;"96;518";53;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";7;18;"96;518";53;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;26;"96;518";53;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";7;15;"96;518";53;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";7;16;"96;518";53;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;31;"96;519";36;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";5;2;"96;519";36;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";2;17;"96;519";36;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;1;"96;519";36;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";7;29;"96;519";36;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;24;"96;519";36;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;4;"96;519";36;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";1;21;"96;519";36;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;10;"96;519";36;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;11;"96;519";36;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";3;6;"96;519";36;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";1;14;"96;519";36;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;19;"96;519";36;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";1;30;"96;519";36;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;15;"96;519";36;1;"Bachelor's Degree";0;0;0;"car";0
"flche";7;18;"96;519";36;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;3;"96;519";36;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;28;"96;519";36;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";2;32;"96;519";36;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";5;20;"96;519";36;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;13;"96;519";36;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";2;16;"96;519";36;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";1;5;"96;519";36;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";3;23;"96;519";36;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";7;27;"96;519";36;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";3;22;"96;519";36;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;12;"96;519";36;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";2;7;"96;519";36;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;9;"96;519";36;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";2;26;"96;519";36;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;2;"96;531";23;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";5;31;"96;531";23;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";3;16;"96;531";23;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;32;"96;531";23;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";2;4;"96;531";23;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;9;"96;531";23;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;29;"96;531";23;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";3;12;"96;531";23;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;23;"96;531";23;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;22;"96;531";23;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";3;27;"96;531";23;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";2;19;"96;531";23;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";3;14;"96;531";23;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;3;"96;531";23;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";2;18;"96;531";23;0;"Bachelor's Degree";0;0;0;"car";0
"flche";2;15;"96;531";23;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;30;"96;531";23;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";3;5;"96;531";23;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";5;1;"96;531";23;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;13;"96;531";23;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;20;"96;531";23;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";3;17;"96;531";23;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";2;28;"96;531";23;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";3;10;"96;531";23;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";2;6;"96;531";23;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";2;11;"96;531";23;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";3;21;"96;531";23;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"96;531";23;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";5;24;"96;531";23;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;7;"96;531";23;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;20;"96;533";23;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";3;32;"96;533";23;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;7;"96;533";23;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;12;"96;533";23;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";3;23;"96;533";23;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;27;"96;533";23;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;29;"96;533";23;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";3;11;"96;533";23;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;22;"96;533";23;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;14;"96;533";23;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";3;30;"96;533";23;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";5;9;"96;533";23;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;25;"96;533";23;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";5;2;"96;533";23;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;21;"96;533";23;0;"Bachelor's Degree";0;0;0;"car";0
"flche";5;4;"96;533";23;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";5;28;"96;533";23;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;6;"96;533";23;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";3;3;"96;533";23;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;5;"96;533";23;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";3;1;"96;533";23;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;17;"96;533";23;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";3;19;"96;533";23;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";5;31;"96;533";23;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;13;"96;533";23;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;10;"96;533";23;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;18;"96;533";23;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";5;26;"96;533";23;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;15;"96;533";23;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;16;"96;533";23;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;31;"96;538";39;0;"Graduate Degree";0;0;1;"aqu";1
"cfbur";5;2;"96;538";39;0;"Graduate Degree";0;0;1;"bur";1
"cfrub";2;17;"96;538";39;0;"Graduate Degree";0;0;1;"rub";1
"cibox";1;1;"96;538";39;0;"Graduate Degree";0;1;1;"box";1
"cibur";1;29;"96;538";39;0;"Graduate Degree";0;1;1;"bur";1
"cispe";1;24;"96;538";39;0;"Graduate Degree";0;1;1;"spe";1
"fkaqu";5;4;"96;538";39;0;"Graduate Degree";1;0;0;"aqu";1
"fkboa";2;21;"96;538";39;0;"Graduate Degree";1;0;0;"boa";1
"fkbox";6;10;"96;538";39;0;"Graduate Degree";1;0;0;"box";1
"fkbur";6;11;"96;538";39;0;"Graduate Degree";1;0;0;"bur";1
"fkcar";1;6;"96;538";39;0;"Graduate Degree";1;0;0;"car";1
"fkspe";2;14;"96;538";39;0;"Graduate Degree";1;0;0;"spe";1
"fkswi";4;19;"96;538";39;0;"Graduate Degree";1;0;0;"swi";1
"flboa";2;30;"96;538";39;0;"Graduate Degree";0;0;0;"boa";0
"flcar";3;15;"96;538";39;0;"Graduate Degree";0;0;0;"car";0
"flche";4;18;"96;538";39;0;"Graduate Degree";0;0;0;"che";0
"flsha";3;3;"96;538";39;0;"Graduate Degree";0;0;0;"sha";0
"flswi";2;28;"96;538";39;0;"Graduate Degree";0;0;0;"swi";0
"ikbox";1;32;"96;538";39;0;"Graduate Degree";1;1;0;"box";1
"ikbur";1;20;"96;538";39;0;"Graduate Degree";1;1;0;"bur";1
"ikpon";1;13;"96;538";39;0;"Graduate Degree";1;1;0;"pon";1
"ikshi";2;16;"96;538";39;0;"Graduate Degree";1;1;0;"shi";1
"ikspe";1;5;"96;538";39;0;"Graduate Degree";1;1;0;"spe";1
"ilbox";3;23;"96;538";39;0;"Graduate Degree";0;1;0;"box";0
"ilche";5;27;"96;538";39;0;"Graduate Degree";0;1;0;"che";0
"ilpon";2;22;"96;538";39;0;"Graduate Degree";0;1;0;"pon";0
"ilsha";2;12;"96;538";39;0;"Graduate Degree";0;1;0;"sha";0
"ilshi";3;7;"96;538";39;0;"Graduate Degree";0;1;0;"shi";0
"ilswi";1;9;"96;538";39;0;"Graduate Degree";0;1;0;"swi";0
"nfrub";2;26;"96;538";39;0;"Graduate Degree";1;0;0;"rub";1
"cfaqu";6;2;"96;547";26;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";1;31;"96;547";26;1;"Master's Degree";0;0;1;"bur";1
"cfrub";2;16;"96;547";26;1;"Master's Degree";0;0;1;"rub";1
"cibox";1;32;"96;547";26;1;"Master's Degree";0;1;1;"box";1
"cibur";2;4;"96;547";26;1;"Master's Degree";0;1;1;"bur";1
"cispe";1;9;"96;547";26;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";6;29;"96;547";26;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";2;12;"96;547";26;1;"Master's Degree";1;0;0;"boa";1
"fkbox";6;23;"96;547";26;1;"Master's Degree";1;0;0;"box";1
"fkbur";3;22;"96;547";26;1;"Master's Degree";1;0;0;"bur";1
"fkcar";5;27;"96;547";26;1;"Master's Degree";1;0;0;"car";1
"fkspe";2;19;"96;547";26;1;"Master's Degree";1;0;0;"spe";1
"fkswi";5;14;"96;547";26;1;"Master's Degree";1;0;0;"swi";1
"flboa";6;3;"96;547";26;1;"Master's Degree";0;0;0;"boa";0
"flcar";6;18;"96;547";26;1;"Master's Degree";0;0;0;"car";0
"flche";6;15;"96;547";26;1;"Master's Degree";0;0;0;"che";0
"flsha";5;30;"96;547";26;1;"Master's Degree";0;0;0;"sha";0
"flswi";7;5;"96;547";26;1;"Master's Degree";0;0;0;"swi";0
"ikbox";5;1;"96;547";26;1;"Master's Degree";1;1;0;"box";1
"ikbur";1;13;"96;547";26;1;"Master's Degree";1;1;0;"bur";1
"ikpon";2;20;"96;547";26;1;"Master's Degree";1;1;0;"pon";1
"ikshi";6;17;"96;547";26;1;"Master's Degree";1;1;0;"shi";1
"ikspe";2;28;"96;547";26;1;"Master's Degree";1;1;0;"spe";1
"ilbox";3;10;"96;547";26;1;"Master's Degree";0;1;0;"box";0
"ilche";7;6;"96;547";26;1;"Master's Degree";0;1;0;"che";0
"ilpon";4;11;"96;547";26;1;"Master's Degree";0;1;0;"pon";0
"ilsha";6;21;"96;547";26;1;"Master's Degree";0;1;0;"sha";0
"ilshi";6;26;"96;547";26;1;"Master's Degree";0;1;0;"shi";0
"ilswi";6;24;"96;547";26;1;"Master's Degree";0;1;0;"swi";0
"nfrub";4;7;"96;547";26;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";1;13;"96;550";14;1;"Some High School";0;0;1;"aqu";1
"cfbur";1;1;"96;550";14;1;"Some High School";0;0;1;"bur";1
"cfrub";1;26;"96;550";14;1;"Some High School";0;0;1;"rub";1
"cibox";1;21;"96;550";14;1;"Some High School";0;1;1;"box";1
"cibur";1;10;"96;550";14;1;"Some High School";0;1;1;"bur";1
"cispe";1;6;"96;550";14;1;"Some High School";0;1;1;"spe";1
"fkaqu";1;4;"96;550";14;1;"Some High School";1;0;0;"aqu";1
"fkboa";1;22;"96;550";14;1;"Some High School";1;0;0;"boa";1
"fkbox";1;11;"96;550";14;1;"Some High School";1;0;0;"box";1
"fkbur";1;19;"96;550";14;1;"Some High School";1;0;0;"bur";1
"fkcar";2;3;"96;550";14;1;"Some High School";1;0;0;"car";1
"fkspe";1;24;"96;550";14;1;"Some High School";1;0;0;"spe";1
"fkswi";1;8;"96;550";14;1;"Some High School";1;0;0;"swi";1
"flboa";1;31;"96;550";14;1;"Some High School";0;0;0;"boa";0
"flcar";1;12;"96;550";14;1;"Some High School";0;0;0;"car";0
"flche";1;29;"96;550";14;1;"Some High School";0;0;0;"che";0
"flsha";1;5;"96;550";14;1;"Some High School";0;0;0;"sha";0
"flswi";1;27;"96;550";14;1;"Some High School";0;0;0;"swi";0
"ikbox";1;30;"96;550";14;1;"Some High School";1;1;0;"box";1
"ikbur";1;28;"96;550";14;1;"Some High School";1;1;0;"bur";1
"ikpon";1;32;"96;550";14;1;"Some High School";1;1;0;"pon";1
"ikshi";1;16;"96;550";14;1;"Some High School";1;1;0;"shi";1
"ikspe";1;14;"96;550";14;1;"Some High School";1;1;0;"spe";1
"ilbox";7;2;"96;550";14;1;"Some High School";0;1;0;"box";0
"ilche";1;20;"96;550";14;1;"Some High School";0;1;0;"che";0
"ilpon";1;23;"96;550";14;1;"Some High School";0;1;0;"pon";0
"ilsha";1;15;"96;550";14;1;"Some High School";0;1;0;"sha";0
"ilshi";1;7;"96;550";14;1;"Some High School";0;1;0;"shi";0
"ilswi";1;18;"96;550";14;1;"Some High School";0;1;0;"swi";0
"nfrub";1;17;"96;550";14;1;"Some High School";1;0;0;"rub";1
"cfaqu";3;31;"96;553";56;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";2;2;"96;553";56;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;17;"96;553";56;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";2;1;"96;553";56;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";2;29;"96;553";56;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;24;"96;553";56;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";2;4;"96;553";56;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";2;21;"96;553";56;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;10;"96;553";56;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";2;11;"96;553";56;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";2;6;"96;553";56;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";2;14;"96;553";56;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";2;19;"96;553";56;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";2;30;"96;553";56;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;15;"96;553";56;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;18;"96;553";56;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";2;3;"96;553";56;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;28;"96;553";56;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;32;"96;553";56;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";2;20;"96;553";56;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;13;"96;553";56;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"96;553";56;0;"Bachelor's Degree";1;1;0;"shi";1
